Fecha,Dataset,Recurso,Comentarios
"20/09/2023, Previaje,Todos los recursos,""El proceso de publicación de datos a partir de registros administrativos requiere una serie de procedimientos de consistencia, limpieza y anonimización, característicos de fuentes de datos que no están inicialmente diseñadas para su uso estadístico. Estos procesos están en constante mejora por lo que, con la actualización del dataset con datos de Previaje 4, también se revisaron y modificaron los datos de las tres ediciones anteriores. Por otra parte, la difusión de los principales resultados (beneficiarios, viajeros, monto consumido) que se realiza mientras el programa se está llevando adelante, no cuenta con esta instancia de preparación, por lo que puede haber diferencias entre esa difusión y los datos aquí publicados."""
"20/09/2023, Previaje,Consumo del crédito según operaciones y monto por día,""La fecha límite para el consumo del crédito de Previaje 4 es el 31/10/2023 por lo que los datos publicados de esta edición son parciales"""
